DATE,WM_WEEK,QTR,Month,FY,TR_PRODUCT,ORG,Org_AD,VP,PILLAR,Application_Name,Cloud,Env,Cost
11/14/24,Week 46,Q4,Nov,2024,ML Platform,Starling,eagle-team@eagle.net,Bob,Marketing,inventory,GCP,Dev,4324.9363
3/30/25,Week 65,Q1,Mar,2024,ML Platform,Eagle,eagle-team@eagle.net,Bob,Marketing,checkout,GCP,Stage,5204.2186
11/19/24,Week 47,Q4,Nov,2024,Analytics Tools,Starling,eagle-team@eagle.net,Diana,Engineering,checkout,AWS,Prod,3591.7323
12/18/24,Week 51,Q4,Dec,2024,ML Platform,Starling,eagle-team@eagle.net,Emily,Finance,checkout,AWS,Prod,4244.8772
6/1/24,Week 22,Q2,Jun,2024,Big Data Pipeline,Moonbird,eagle-team@eagle.net,Alice,Finance,checkout,GCP,Prod,1712.8412
8/4/24,Week 31,Q3,Aug,2024,Big Data Pipeline,Hawk,all@sunbird.com,Emily,Operations,inventory,Azure,Stage,5249.465
7/16/24,Week 29,Q3,Jul,2024,Analytics Tools,Eagle,eagle-team@eagle.net,Emily,Operations,reporting,GCP,Prod,3716.1874
11/22/24,Week 47,Q4,Nov,2024,ML Platform,Hawk,finance@sunbird.com,Charlie,Operations,riskengine,AWS,Dev,1153.6964
12/31/24,Week 53,Q4,Dec,2024,Streaming Analytics,Sunbird,all@sunbird.com,Emily,Operations,riskengine,AWS,Stage,1203.0883
7/25/24,Week 30,Q3,Jul,2024,Data Lakehouse,Sunbird,finance@sunbird.com,Diana,Engineering,checkout,GCP,Dev,4618.8931
4/11/25,Week 67,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Sunbird,finance@sunbird.com,Charlie,Operations,checkout,Azure,Dev,6680.2873
9/12/24,Week 37,Q3,Sep,2024,INTL DATA AND ANALYTICS POC,Sunbird,all@sunbird.com,Charlie,Retail,riskengine,AWS,Dev,7216.2965
8/18/24,Week 33,Q3,Aug,2024,Data Lakehouse,Moonbird,tech@moonbird.io,Emily,Operations,sales,AWS,Prod,9038.2777
11/16/24,Week 46,Q4,Nov,2024,ETL/ELT Jobs,Moonbird,tech@moonbird.io,Charlie,Operations,sales,GCP,Stage,8874.7122
8/5/24,Week 32,Q3,Aug,2024,Big Data Pipeline,Moonbird,info@starling.org,Diana,Marketing,checkout,Azure,Prod,3630.4132
3/12/25,Week 63,Q1,Mar,2024,Data Lakehouse,Hawk,tech@moonbird.io,Bob,Finance,riskengine,GCP,Prod,6550.8777
10/5/24,Week 40,Q4,Oct,2024,Streaming Analytics,Eagle,eagle-team@eagle.net,Bob,Engineering,riskengine,Azure,Dev,2853.6447
3/13/24,Week 11,Q1,Mar,2024,Data Lakehouse,Starling,tech@moonbird.io,Bob,Marketing,inventory,GCP,Prod,5857.8629
1/30/25,Week 57,Q1,Jan,2024,Streaming Analytics,Moonbird,all@sunbird.com,Alice,Engineering,inventory,Azure,Prod,2557.8986
6/7/24,Week 23,Q2,Jun,2024,ML Platform,Moonbird,info@starling.org,Emily,Finance,reporting,GCP,Dev,5832.2642
4/26/25,Week 69,Q2,Apr,2024,ML Platform,Hawk,finance@sunbird.com,Alice,Engineering,riskengine,GCP,Stage,4895.9953
2/26/25,Week 61,Q1,Feb,2024,ML Platform,Starling,all@sunbird.com,Emily,Marketing,checkout,Azure,Stage,8909.3976
10/15/24,Week 42,Q4,Oct,2024,Analytics Tools,Hawk,eagle-team@eagle.net,Diana,Marketing,inventory,Azure,Dev,1888.2078
1/15/24,Week 03,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Starling,tech@moonbird.io,Bob,Finance,reporting,GCP,Stage,4741.8945
5/27/24,Week 22,Q2,May,2024,Streaming Analytics,Moonbird,finance@sunbird.com,Alice,Finance,inventory,AWS,Prod,91.2682
4/28/24,Week 17,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Hawk,info@starling.org,Diana,Engineering,reporting,AWS,Stage,2609.5243
4/20/24,Week 16,Q2,Apr,2024,ML Platform,Starling,info@starling.org,Emily,Finance,riskengine,GCP,Dev,963.6573
4/8/24,Week 15,Q2,Apr,2024,ETL/ELT Jobs,Sunbird,all@sunbird.com,Alice,Marketing,sales,Azure,Prod,3536.9024
6/14/24,Week 24,Q2,Jun,2024,ML Platform,Hawk,info@starling.org,Alice,Marketing,riskengine,GCP,Prod,3965.6786
7/13/24,Week 28,Q3,Jul,2024,ETL/ELT Jobs,Eagle,tech@moonbird.io,Charlie,Retail,sales,GCP,Stage,4544.6635
3/11/25,Week 63,Q1,Mar,2024,ETL/ELT Jobs,Sunbird,eagle-team@eagle.net,Bob,Marketing,riskengine,Azure,Prod,2767.3697
11/29/24,Week 48,Q4,Nov,2024,INTL DATA AND ANALYTICS POC,Moonbird,info@starling.org,Emily,Operations,reporting,GCP,Prod,8940.9982
3/23/25,Week 64,Q1,Mar,2024,ETL/ELT Jobs,Hawk,all@sunbird.com,Diana,Finance,sales,Azure,Dev,8993.5558
2/18/24,Week 07,Q1,Feb,2024,Big Data Pipeline,Moonbird,tech@moonbird.io,Alice,Operations,riskengine,AWS,Dev,3575.139
6/1/24,Week 22,Q2,Jun,2024,INTL DATA AND ANALYTICS POC,Starling,finance@sunbird.com,Diana,Operations,riskengine,GCP,Dev,3163.0848
10/27/24,Week 43,Q4,Oct,2024,ETL/ELT Jobs,Hawk,finance@sunbird.com,Charlie,Marketing,inventory,Azure,Stage,4462.4446
1/12/24,Week 02,Q1,Jan,2024,ML Platform,Eagle,eagle-team@eagle.net,Alice,Operations,checkout,AWS,Stage,5968.8371
4/4/25,Week 66,Q2,Apr,2024,Streaming Analytics,Hawk,tech@moonbird.io,Diana,Finance,reporting,GCP,Dev,6723.6257
10/14/24,Week 42,Q4,Oct,2024,ETL/ELT Jobs,Sunbird,all@sunbird.com,Charlie,Retail,riskengine,AWS,Dev,1761.7393
3/6/25,Week 62,Q1,Mar,2024,ETL/ELT Jobs,Hawk,info@starling.org,Diana,Operations,reporting,AWS,Dev,2817.0735
3/1/25,Week 61,Q1,Mar,2024,Streaming Analytics,Moonbird,all@sunbird.com,Charlie,Engineering,reporting,GCP,Prod,7634.1052
11/13/24,Week 46,Q4,Nov,2024,ETL/ELT Jobs,Hawk,all@sunbird.com,Diana,Marketing,riskengine,AWS,Prod,5554.6728
9/23/24,Week 39,Q3,Sep,2024,Data Lakehouse,Eagle,info@starling.org,Diana,Retail,checkout,AWS,Stage,7539.8486
11/9/24,Week 45,Q4,Nov,2024,Streaming Analytics,Starling,all@sunbird.com,Charlie,Retail,riskengine,GCP,Dev,1044.2276
4/8/24,Week 15,Q2,Apr,2024,Streaming Analytics,Sunbird,tech@moonbird.io,Alice,Marketing,checkout,GCP,Stage,3902.6336
3/9/24,Week 10,Q1,Mar,2024,Big Data Pipeline,Hawk,all@sunbird.com,Bob,Operations,reporting,AWS,Stage,4751.4588
1/14/24,Week 02,Q1,Jan,2024,Analytics Tools,Eagle,all@sunbird.com,Emily,Operations,riskengine,AWS,Prod,3381.4723
10/5/24,Week 40,Q4,Oct,2024,Data Lakehouse,Starling,info@starling.org,Emily,Engineering,inventory,AWS,Prod,5028.1793
1/12/24,Week 02,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Hawk,info@starling.org,Charlie,Operations,riskengine,GCP,Prod,640.4882
4/12/25,Week 67,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Eagle,eagle-team@eagle.net,Emily,Engineering,reporting,Azure,Dev,8007.0211
1/8/24,Week 02,Q1,Jan,2024,Data Lakehouse,Sunbird,tech@moonbird.io,Bob,Finance,riskengine,GCP,Stage,4453.33
3/16/24,Week 11,Q1,Mar,2024,Data Lakehouse,Sunbird,info@starling.org,Emily,Engineering,riskengine,Azure,Prod,3120.0551
1/20/24,Week 03,Q1,Jan,2024,Streaming Analytics,Eagle,all@sunbird.com,Alice,Operations,sales,Azure,Prod,6108.9777
1/8/24,Week 02,Q1,Jan,2024,ML Platform,Sunbird,eagle-team@eagle.net,Diana,Operations,sales,AWS,Stage,2277.5708
5/29/24,Week 22,Q2,May,2024,Analytics Tools,Starling,eagle-team@eagle.net,Diana,Finance,checkout,GCP,Stage,5365.22
8/20/24,Week 34,Q3,Aug,2024,ETL/ELT Jobs,Moonbird,eagle-team@eagle.net,Emily,Retail,inventory,GCP,Prod,3160.2104
3/22/24,Week 12,Q1,Mar,2024,Analytics Tools,Starling,tech@moonbird.io,Alice,Engineering,checkout,AWS,Stage,4566.0614
7/16/24,Week 29,Q3,Jul,2024,ML Platform,Starling,all@sunbird.com,Alice,Operations,inventory,GCP,Stage,5055.077
1/1/25,Week 53,Q1,Jan,2024,Analytics Tools,Hawk,all@sunbird.com,Diana,Marketing,checkout,GCP,Prod,6115.3722
1/16/25,Week 55,Q1,Jan,2024,Data Lakehouse,Hawk,tech@moonbird.io,Bob,Retail,sales,GCP,Stage,6173.7541
7/25/24,Week 30,Q3,Jul,2024,Analytics Tools,Starling,all@sunbird.com,Bob,Operations,reporting,GCP,Stage,593.8862
3/14/24,Week 11,Q1,Mar,2024,Data Lakehouse,Starling,all@sunbird.com,Alice,Retail,sales,Azure,Prod,6849.7409
9/15/24,Week 37,Q3,Sep,2024,INTL DATA AND ANALYTICS POC,Hawk,eagle-team@eagle.net,Diana,Marketing,checkout,GCP,Stage,6232.4709
4/28/24,Week 17,Q2,Apr,2024,Analytics Tools,Sunbird,info@starling.org,Alice,Engineering,inventory,AWS,Prod,5355.7002
1/4/24,Week 01,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Sunbird,all@sunbird.com,Charlie,Retail,inventory,Azure,Dev,4062.0107
1/15/25,Week 55,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Starling,eagle-team@eagle.net,Bob,Retail,riskengine,AWS,Prod,6938.9978
3/19/24,Week 12,Q1,Mar,2024,Data Lakehouse,Eagle,eagle-team@eagle.net,Emily,Marketing,inventory,GCP,Prod,8515.3023
11/26/24,Week 48,Q4,Nov,2024,Streaming Analytics,Eagle,finance@sunbird.com,Bob,Marketing,checkout,Azure,Prod,5843.3867
1/23/25,Week 56,Q1,Jan,2024,Big Data Pipeline,Moonbird,eagle-team@eagle.net,Bob,Engineering,sales,AWS,Prod,8227.6464
9/4/24,Week 36,Q3,Sep,2024,ML Platform,Hawk,all@sunbird.com,Charlie,Retail,riskengine,Azure,Dev,6003.9526
10/7/24,Week 41,Q4,Oct,2024,ML Platform,Moonbird,eagle-team@eagle.net,Diana,Marketing,checkout,GCP,Dev,8042.0009
2/12/24,Week 07,Q1,Feb,2024,ETL/ELT Jobs,Starling,info@starling.org,Emily,Engineering,reporting,Azure,Stage,2702.2181
1/27/25,Week 57,Q1,Jan,2024,Big Data Pipeline,Sunbird,all@sunbird.com,Diana,Engineering,checkout,Azure,Dev,8960.6117
11/22/24,Week 47,Q4,Nov,2024,ETL/ELT Jobs,Sunbird,tech@moonbird.io,Alice,Engineering,checkout,GCP,Stage,3040.1531
1/29/24,Week 05,Q1,Jan,2024,Streaming Analytics,Hawk,tech@moonbird.io,Emily,Operations,inventory,GCP,Stage,7776.2527
2/1/25,Week 57,Q1,Feb,2024,ML Platform,Hawk,tech@moonbird.io,Charlie,Engineering,checkout,Azure,Stage,3033.6176
10/14/24,Week 42,Q4,Oct,2024,Data Lakehouse,Eagle,info@starling.org,Alice,Operations,checkout,GCP,Prod,3750.1812
12/26/24,Week 52,Q4,Dec,2024,INTL DATA AND ANALYTICS POC,Starling,finance@sunbird.com,Charlie,Operations,checkout,AWS,Prod,9245.5816
1/25/24,Week 04,Q1,Jan,2024,Big Data Pipeline,Moonbird,all@sunbird.com,Diana,Engineering,reporting,Azure,Stage,7393.8338
4/30/25,Week 70,Q2,Apr,2024,Streaming Analytics,Hawk,tech@moonbird.io,Emily,Finance,sales,AWS,Dev,9586.1935
2/6/25,Week 58,Q1,Feb,2024,Streaming Analytics,Moonbird,tech@moonbird.io,Diana,Engineering,checkout,Azure,Stage,5083.6228
5/17/24,Week 20,Q2,May,2024,ML Platform,Sunbird,tech@moonbird.io,Diana,Operations,checkout,AWS,Stage,8996.5155
3/11/25,Week 63,Q1,Mar,2024,Analytics Tools,Hawk,info@starling.org,Emily,Engineering,checkout,GCP,Prod,9096.7127
11/6/24,Week 45,Q4,Nov,2024,Analytics Tools,Sunbird,tech@moonbird.io,Emily,Retail,checkout,GCP,Prod,3501.4162
5/13/24,Week 20,Q2,May,2024,Big Data Pipeline,Starling,all@sunbird.com,Emily,Marketing,riskengine,Azure,Dev,9658.5942
10/24/24,Week 43,Q4,Oct,2024,Big Data Pipeline,Moonbird,info@starling.org,Diana,Marketing,inventory,Azure,Stage,777.408
1/13/25,Week 55,Q1,Jan,2024,Big Data Pipeline,Sunbird,eagle-team@eagle.net,Bob,Finance,inventory,AWS,Prod,163.9687
6/18/24,Week 25,Q2,Jun,2024,ETL/ELT Jobs,Sunbird,all@sunbird.com,Charlie,Operations,riskengine,AWS,Stage,1281.2517
2/19/24,Week 08,Q1,Feb,2024,Big Data Pipeline,Moonbird,eagle-team@eagle.net,Diana,Retail,checkout,Azure,Prod,2705.3497
3/20/25,Week 64,Q1,Mar,2024,Data Lakehouse,Moonbird,all@sunbird.com,Bob,Engineering,reporting,GCP,Dev,8257.309
6/20/24,Week 25,Q2,Jun,2024,Data Lakehouse,Eagle,tech@moonbird.io,Emily,Engineering,riskengine,AWS,Prod,9982.6177
12/18/24,Week 51,Q4,Dec,2024,Analytics Tools,Starling,eagle-team@eagle.net,Charlie,Finance,checkout,Azure,Stage,4155.1968
3/2/24,Week 09,Q1,Mar,2024,ML Platform,Hawk,info@starling.org,Emily,Retail,reporting,Azure,Stage,1525.6933
1/31/25,Week 57,Q1,Jan,2024,Data Lakehouse,Starling,info@starling.org,Diana,Marketing,reporting,GCP,Stage,2249.4496
4/17/25,Week 68,Q2,Apr,2024,ETL/ELT Jobs,Starling,eagle-team@eagle.net,Emily,Engineering,checkout,Azure,Stage,6132.2158
8/14/24,Week 33,Q3,Aug,2024,Data Lakehouse,Hawk,tech@moonbird.io,Emily,Operations,inventory,GCP,Stage,6781.5991
4/15/25,Week 68,Q2,Apr,2024,ETL/ELT Jobs,Sunbird,all@sunbird.com,Alice,Finance,reporting,GCP,Stage,4652.86
6/6/24,Week 23,Q2,Jun,2024,ML Platform,Starling,eagle-team@eagle.net,Alice,Finance,inventory,GCP,Stage,8043.7031
3/7/25,Week 62,Q1,Mar,2024,Big Data Pipeline,Sunbird,info@starling.org,Diana,Finance,reporting,GCP,Prod,7337.5341
2/8/25,Week 58,Q1,Feb,2024,ETL/ELT Jobs,Sunbird,finance@sunbird.com,Charlie,Marketing,inventory,Azure,Dev,7096.8258
8/27/24,Week 35,Q3,Aug,2024,Big Data Pipeline,Hawk,eagle-team@eagle.net,Bob,Retail,inventory,GCP,Prod,7387.8532
8/14/24,Week 33,Q3,Aug,2024,Data Lakehouse,Eagle,finance@sunbird.com,Alice,Retail,riskengine,AWS,Dev,8328.9023
3/29/24,Week 13,Q1,Mar,2024,Big Data Pipeline,Starling,all@sunbird.com,Bob,Engineering,sales,AWS,Stage,6516.7607
4/20/24,Week 16,Q2,Apr,2024,Streaming Analytics,Hawk,all@sunbird.com,Bob,Operations,reporting,Azure,Dev,6835.3916
9/2/24,Week 36,Q3,Sep,2024,Data Lakehouse,Hawk,info@starling.org,Bob,Operations,sales,Azure,Stage,3819.076
5/23/24,Week 21,Q2,May,2024,ML Platform,Eagle,all@sunbird.com,Charlie,Operations,reporting,Azure,Stage,7894.1278
12/8/24,Week 49,Q4,Dec,2024,Analytics Tools,Sunbird,tech@moonbird.io,Bob,Finance,checkout,Azure,Stage,8669.6258
1/23/24,Week 04,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Hawk,tech@moonbird.io,Bob,Marketing,reporting,GCP,Stage,6368.1795
2/22/24,Week 08,Q1,Feb,2024,ML Platform,Hawk,info@starling.org,Alice,Retail,checkout,Azure,Stage,6979.5393
7/29/24,Week 31,Q3,Jul,2024,Data Lakehouse,Eagle,eagle-team@eagle.net,Emily,Retail,inventory,AWS,Dev,1096.7987
4/13/25,Week 67,Q2,Apr,2024,ETL/ELT Jobs,Hawk,info@starling.org,Charlie,Operations,reporting,GCP,Prod,887.5151
4/24/24,Week 17,Q2,Apr,2024,ML Platform,Eagle,tech@moonbird.io,Charlie,Operations,sales,Azure,Dev,9393.9209
1/11/24,Week 02,Q1,Jan,2024,Streaming Analytics,Sunbird,tech@moonbird.io,Alice,Operations,inventory,Azure,Dev,1097.75
6/27/24,Week 26,Q2,Jun,2024,ML Platform,Sunbird,all@sunbird.com,Charlie,Engineering,sales,AWS,Dev,8396.8377
5/8/24,Week 19,Q2,May,2024,ML Platform,Hawk,eagle-team@eagle.net,Charlie,Operations,riskengine,AWS,Stage,1468.599
3/16/24,Week 11,Q1,Mar,2024,ETL/ELT Jobs,Eagle,all@sunbird.com,Emily,Operations,sales,GCP,Dev,7809.5652
9/14/24,Week 37,Q3,Sep,2024,ETL/ELT Jobs,Eagle,eagle-team@eagle.net,Emily,Marketing,sales,GCP,Prod,3897.055
7/4/24,Week 27,Q3,Jul,2024,ML Platform,Sunbird,tech@moonbird.io,Bob,Operations,riskengine,AWS,Stage,1845.39
5/28/24,Week 22,Q2,May,2024,Streaming Analytics,Eagle,info@starling.org,Emily,Engineering,inventory,AWS,Prod,9470.7247
1/22/25,Week 56,Q1,Jan,2024,Big Data Pipeline,Starling,finance@sunbird.com,Alice,Marketing,checkout,Azure,Dev,4435.8785
1/9/25,Week 54,Q1,Jan,2024,Analytics Tools,Hawk,finance@sunbird.com,Alice,Marketing,inventory,GCP,Dev,2728.785
8/7/24,Week 32,Q3,Aug,2024,Analytics Tools,Sunbird,info@starling.org,Bob,Engineering,reporting,GCP,Dev,2573.7013
7/2/24,Week 27,Q3,Jul,2024,Analytics Tools,Starling,finance@sunbird.com,Emily,Retail,sales,GCP,Dev,3340.664
2/29/24,Week 09,Q1,Feb,2024,Data Lakehouse,Starling,info@starling.org,Emily,Finance,reporting,Azure,Stage,1548.0887
5/2/24,Week 18,Q2,May,2024,Big Data Pipeline,Starling,finance@sunbird.com,Diana,Marketing,sales,AWS,Dev,1869.0294
7/5/24,Week 27,Q3,Jul,2024,ML Platform,Starling,all@sunbird.com,Emily,Marketing,reporting,GCP,Dev,2825.7126
2/16/24,Week 07,Q1,Feb,2024,Analytics Tools,Eagle,tech@moonbird.io,Emily,Marketing,checkout,AWS,Stage,9276.0639
3/24/24,Week 12,Q1,Mar,2024,Data Lakehouse,Starling,info@starling.org,Alice,Marketing,checkout,AWS,Dev,5205.839
6/6/24,Week 23,Q2,Jun,2024,Data Lakehouse,Sunbird,finance@sunbird.com,Alice,Engineering,inventory,AWS,Prod,2305.0472
11/30/24,Week 48,Q4,Nov,2024,Big Data Pipeline,Eagle,info@starling.org,Alice,Operations,checkout,Azure,Dev,515.3529
12/18/24,Week 51,Q4,Dec,2024,ETL/ELT Jobs,Eagle,info@starling.org,Bob,Engineering,riskengine,GCP,Stage,9957.1727
3/25/25,Week 65,Q1,Mar,2024,Analytics Tools,Moonbird,finance@sunbird.com,Diana,Operations,checkout,GCP,Prod,1806.1736
7/17/24,Week 29,Q3,Jul,2024,Streaming Analytics,Hawk,tech@moonbird.io,Bob,Engineering,sales,AWS,Stage,3070.1849
8/8/24,Week 32,Q3,Aug,2024,Data Lakehouse,Starling,tech@moonbird.io,Charlie,Retail,inventory,GCP,Stage,2297.3645
3/8/25,Week 62,Q1,Mar,2024,Analytics Tools,Moonbird,info@starling.org,Charlie,Operations,sales,Azure,Prod,2344.9917
4/21/24,Week 16,Q2,Apr,2024,Data Lakehouse,Sunbird,info@starling.org,Bob,Retail,reporting,Azure,Stage,8071.578
2/20/25,Week 60,Q1,Feb,2024,ML Platform,Sunbird,all@sunbird.com,Emily,Operations,checkout,AWS,Stage,3722.1295
1/5/25,Week 53,Q1,Jan,2024,Data Lakehouse,Moonbird,tech@moonbird.io,Alice,Marketing,reporting,AWS,Prod,6033.6596
6/5/24,Week 23,Q2,Jun,2024,INTL DATA AND ANALYTICS POC,Sunbird,finance@sunbird.com,Emily,Marketing,checkout,AWS,Dev,2528.429
7/1/24,Week 27,Q3,Jul,2024,Analytics Tools,Moonbird,all@sunbird.com,Bob,Operations,checkout,AWS,Dev,4695.3922
4/10/24,Week 15,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Moonbird,tech@moonbird.io,Diana,Operations,sales,AWS,Prod,2547.0752
2/24/24,Week 08,Q1,Feb,2024,Streaming Analytics,Eagle,finance@sunbird.com,Alice,Retail,reporting,AWS,Stage,3378.4042
12/6/24,Week 49,Q4,Dec,2024,Big Data Pipeline,Hawk,eagle-team@eagle.net,Diana,Retail,riskengine,Azure,Stage,5732.2044
11/18/24,Week 47,Q4,Nov,2024,Big Data Pipeline,Moonbird,eagle-team@eagle.net,Bob,Operations,reporting,AWS,Stage,3464.273
10/9/24,Week 41,Q4,Oct,2024,Data Lakehouse,Moonbird,all@sunbird.com,Diana,Retail,inventory,Azure,Dev,315.6414
10/26/24,Week 43,Q4,Oct,2024,Big Data Pipeline,Sunbird,tech@moonbird.io,Charlie,Operations,checkout,GCP,Dev,7282.942
6/24/24,Week 26,Q2,Jun,2024,Data Lakehouse,Hawk,all@sunbird.com,Bob,Operations,sales,Azure,Stage,584.8124
2/5/24,Week 06,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Moonbird,all@sunbird.com,Diana,Retail,riskengine,Azure,Dev,2366.5685
4/15/25,Week 68,Q2,Apr,2024,Analytics Tools,Hawk,info@starling.org,Diana,Marketing,inventory,AWS,Stage,7710.6258
10/29/24,Week 44,Q4,Oct,2024,INTL DATA AND ANALYTICS POC,Hawk,tech@moonbird.io,Alice,Engineering,checkout,GCP,Prod,4486.682
12/31/24,Week 53,Q4,Dec,2024,Data Lakehouse,Eagle,all@sunbird.com,Bob,Operations,checkout,Azure,Prod,6029.0916
11/17/24,Week 46,Q4,Nov,2024,Streaming Analytics,Eagle,tech@moonbird.io,Charlie,Finance,reporting,AWS,Stage,6701.2144
2/27/25,Week 61,Q1,Feb,2024,Streaming Analytics,Eagle,eagle-team@eagle.net,Emily,Marketing,checkout,AWS,Stage,1942.2265
2/25/24,Week 08,Q1,Feb,2024,Big Data Pipeline,Sunbird,finance@sunbird.com,Bob,Finance,reporting,Azure,Prod,7185.0879
3/25/25,Week 65,Q1,Mar,2024,Big Data Pipeline,Hawk,finance@sunbird.com,Emily,Retail,inventory,Azure,Dev,6008.1716
10/21/24,Week 43,Q4,Oct,2024,Big Data Pipeline,Moonbird,tech@moonbird.io,Emily,Finance,inventory,GCP,Stage,5865.3294
1/28/25,Week 57,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Sunbird,finance@sunbird.com,Emily,Marketing,checkout,GCP,Prod,2287.2589
3/17/25,Week 64,Q1,Mar,2024,Data Lakehouse,Eagle,tech@moonbird.io,Charlie,Finance,sales,AWS,Prod,5779.0607
9/17/24,Week 38,Q3,Sep,2024,Streaming Analytics,Hawk,info@starling.org,Alice,Finance,sales,Azure,Stage,8676.5276
11/5/24,Week 45,Q4,Nov,2024,ML Platform,Hawk,all@sunbird.com,Bob,Retail,checkout,AWS,Stage,5538.8596
2/10/24,Week 06,Q1,Feb,2024,INTL DATA AND ANALYTICS POC,Starling,finance@sunbird.com,Bob,Operations,riskengine,Azure,Prod,220.7542
5/28/24,Week 22,Q2,May,2024,Analytics Tools,Eagle,info@starling.org,Bob,Finance,sales,AWS,Dev,4065.579
1/12/25,Week 54,Q1,Jan,2024,Analytics Tools,Hawk,eagle-team@eagle.net,Charlie,Marketing,sales,AWS,Dev,6741.9544
2/3/24,Week 05,Q1,Feb,2024,Streaming Analytics,Eagle,finance@sunbird.com,Bob,Marketing,reporting,Azure,Prod,2233.2551
9/29/24,Week 39,Q3,Sep,2024,Streaming Analytics,Moonbird,info@starling.org,Emily,Operations,checkout,GCP,Prod,9477.4549
12/10/24,Week 50,Q4,Dec,2024,ML Platform,Moonbird,eagle-team@eagle.net,Charlie,Finance,inventory,Azure,Dev,6598.0881
3/23/25,Week 64,Q1,Mar,2024,Analytics Tools,Sunbird,eagle-team@eagle.net,Diana,Marketing,checkout,AWS,Dev,8912.828
9/5/24,Week 36,Q3,Sep,2024,ML Platform,Starling,tech@moonbird.io,Diana,Marketing,inventory,Azure,Prod,3887.2993
8/13/24,Week 33,Q3,Aug,2024,Analytics Tools,Eagle,all@sunbird.com,Bob,Finance,sales,AWS,Stage,618.8019
3/26/25,Week 65,Q1,Mar,2024,Big Data Pipeline,Eagle,info@starling.org,Diana,Engineering,riskengine,GCP,Stage,778.3628
10/13/24,Week 41,Q4,Oct,2024,Analytics Tools,Eagle,info@starling.org,Emily,Marketing,sales,GCP,Prod,3800.9805
2/8/24,Week 06,Q1,Feb,2024,Streaming Analytics,Moonbird,eagle-team@eagle.net,Emily,Engineering,checkout,AWS,Stage,7373.5763
7/24/24,Week 30,Q3,Jul,2024,Streaming Analytics,Moonbird,eagle-team@eagle.net,Charlie,Marketing,riskengine,AWS,Dev,1984.5779
1/12/24,Week 02,Q1,Jan,2024,Streaming Analytics,Hawk,eagle-team@eagle.net,Alice,Operations,sales,AWS,Dev,3219.2369
6/5/24,Week 23,Q2,Jun,2024,INTL DATA AND ANALYTICS POC,Eagle,eagle-team@eagle.net,Emily,Finance,inventory,Azure,Prod,5139.5523
10/6/24,Week 40,Q4,Oct,2024,Data Lakehouse,Starling,info@starling.org,Charlie,Finance,reporting,Azure,Dev,1951.9814
7/28/24,Week 30,Q3,Jul,2024,ETL/ELT Jobs,Sunbird,finance@sunbird.com,Alice,Marketing,sales,Azure,Dev,5182.2596
11/29/24,Week 48,Q4,Nov,2024,INTL DATA AND ANALYTICS POC,Eagle,tech@moonbird.io,Emily,Finance,sales,GCP,Dev,5325.2228
4/25/25,Week 69,Q2,Apr,2024,Streaming Analytics,Starling,all@sunbird.com,Charlie,Engineering,checkout,GCP,Dev,5210.8348
4/6/24,Week 14,Q2,Apr,2024,Big Data Pipeline,Hawk,tech@moonbird.io,Emily,Marketing,riskengine,Azure,Prod,854.3395
8/6/24,Week 32,Q3,Aug,2024,Data Lakehouse,Moonbird,finance@sunbird.com,Charlie,Operations,reporting,AWS,Prod,8206.3029
7/28/24,Week 30,Q3,Jul,2024,Big Data Pipeline,Sunbird,finance@sunbird.com,Bob,Retail,sales,AWS,Dev,8225.0088
1/12/25,Week 54,Q1,Jan,2024,ETL/ELT Jobs,Moonbird,all@sunbird.com,Emily,Engineering,sales,GCP,Stage,4645.9849
1/13/24,Week 02,Q1,Jan,2024,Data Lakehouse,Sunbird,eagle-team@eagle.net,Emily,Engineering,riskengine,AWS,Prod,9756.5802
3/16/24,Week 11,Q1,Mar,2024,Data Lakehouse,Sunbird,info@starling.org,Alice,Retail,inventory,Azure,Dev,7137.821
4/29/25,Week 70,Q2,Apr,2024,ETL/ELT Jobs,Hawk,finance@sunbird.com,Alice,Marketing,reporting,Azure,Dev,5768.9857
4/23/25,Week 69,Q2,Apr,2024,INTL DATA AND ANALYTICS POC,Eagle,eagle-team@eagle.net,Diana,Retail,reporting,Azure,Dev,3705.1459
1/31/24,Week 05,Q1,Jan,2024,INTL DATA AND ANALYTICS POC,Starling,finance@sunbird.com,Diana,Marketing,inventory,GCP,Dev,2235.9127
5/9/24,Week 19,Q2,May,2024,Data Lakehouse,Sunbird,finance@sunbird.com,Diana,Engineering,reporting,AWS,Prod,838.5278
12/5/24,Week 49,Q4,Dec,2024,Analytics Tools,Eagle,info@starling.org,Bob,Marketing,inventory,Azure,Dev,1602.8196
